County Code,County Name,Const. Code,Const. Name,CAW Code,CAW Name,Name,Political Party Name,Party Abbrev,image_url
40,Busia,226,Teso South,1128,Chakol South,Denzil Edung’ot Musumba,Orange Democratic Movement,ODM,2659
40,Busia,226,Teso South,1129,Chakol North,Dalmas Ekilejo Onjole,Democratic Action Party- Kenya,DAP-K,2931
40,Busia,226,Teso South,1130,Amukura West,Bonface Erute Ekabten,United Democratic Alliance,UDA,1859
40,Busia,226,Teso South,1131,Amukura East,Leonard Emureit,Orange Democratic Movement,ODM,2160
40,Busia,226,Teso South,1132,Amukura Central,Paul Odhiambo Okello,National Reconstruction Alliance,NRA,3281
40,Busia,227,Nambale,1133,Nambale Township,Kennedy Ouma Rupia,Democratic Action Party of Kenya,DAP-K,4167
40,Busia,227,Nambale,1134,Bukhayo North/Waltsi,Gardy Obara Jakaa,Movement for Democracy and Growth,MDG,2198
40,Busia,227,Nambale,1135,Bukhayo East,Eunice Wesonga Wandera,Orange Democratic Movement,ODM,2761
40,Busia,227,Nambale,1136,Bukhayo Central,Bonventure Okwach Makokha,National Reconstruction Alliance,NRA,2351
40,Busia,228,Matayos,1137,Bukhayo West,Peter Kipkoech Talam,Orange Democratic Movement.,ODM,5884
40,Busia,228,Matayos,1138,Mayenje,Richard Okello Mudibo,Orange Democratic Movement.,ODM,2703
40,Busia,228,Matayos,1139,Matayos South,Denis Wafula Okinda,Orange Democratic Movement.,ODM,3585
40,Busia,228,Matayos,1140,Busibwabo,Harrisson Nyongesa Zakayo,Orange Democratic Movement.,ODM,2328
40,Busia,228,Matayos,1141,Burumba,Tony Onyango. Opondo,Orange Democratic Movement.,ODM,7750
40,Busia,229,Butula,1142,Marachi West,Simon Maina Kuria,Movement for Democracy and Growth,MDG,3053
40,Busia,229,Butula,1143,Kingandole,Johnvoster Ouma Ogochi,Orange Democratic Movement,ODM,3720
40,Busia,229,Butula,1144,Marachi Central,Shadrack O Masinde,Orange Democratic Movement,ODM,2198
40,Busia,229,Butula,1145,Marachi East,Alexander Otsieno Ayieko,Orange Democratic Movement,ODM,2553
40,Busia,229,Butula,1146,Marachi North,Zaccheaus Adukeyi Kubasu,Movement for Democracy and Growth,MDG,2557
40,Busia,229,Butula,1147,Elugulu,Josephat Wandera,Orange Democratic Movement,ODM,2856
40,Busia,230,Funyula,1148,Namboboto Nambuku,Haggai Wonder Okumu,National Reconstruction Alliance,NRA,3524
40,Busia,230,Funyula,1149,Nangina,Johnstone Bwire Makabwa,Orange Democratic Movement,ODM,4305
40,Busia,230,Funyula,1150,Ageng’a Nanguba,Camulus Ojiambo Obada,Orange Democratic Movement,ODM,6835
40,Busia,230,Funyula,1151,Bwiri,Beatrice Phemmy Kanoti,Independent,IND,2457
40,Busia,231,Budalangi,1152,Bunyala Central,John Alfred Omumi,Orange Democratic Movement,ODM,2318
40,Busia,231,Budalangi,1153,Bunyala North,Sylvanus Maindi Alianda,Orange Democratic Movement,ODM,4165
40,Busia,231,Budalangi,1154,Bunyala West,Calbenz Michael Okonya,Orange Democratic Movement,ODM,5891
40,Busia,231,Budalangi,1155,Bunyala South,Stephen Nasiagi Oyango,Orange Democratic Movement,ODM,3685
41,Siaya,232,Ugenya,1156,West Ugenya,Andericus Oduor Odongo,Orange Democratic Movement,ODM,6096
41,Siaya,232,Ugenya,1157,Ukwala,Joseph Peter Omondi,Orange Democratic Movement,ODM,5737
41,Siaya,232,Ugenya,1158,North Ugenya,Benard Onyango Adala,Orange Democratic Movement,ODM,7140
41,Siaya,232,Ugenya,1159,East Ugenya,Fredrick Oluoch Omoro,Orange Democratic Movement,ODM,6561
41,Siaya,233,Ugunja,1160,Sidindi,John Otieno Apodo,Orange Democratic Movement,ODM,8252
41,Siaya,233,Ugunja,1161,Sigomere,Andrew Omwende Omolo,Orange Democratic Movement,ODM,7094
41,Siaya,233,Ugunja,1162,Ugunja,Edwin Martin Otieno,Orange Democratic Movement,ODM,13124
41,Siaya,234,Alego Usonga,1163,Usonga,Sylvester Otieno Madialo,Orange Democratic Movement,ODM,3942
41,Siaya,234,Alego Usonga,1164,West Alego,Felix Ouma Okumu,Orange Democratic Movement,ODM,7934
41,Siaya,234,Alego Usonga,1165,Central Alego,David Omondi Ragen,Orange Democratic Movement,ODM,11587
41,Siaya,234,Alego Usonga,1166,Siaya Township,James Obiero Otare,Orange Democratic Movement,ODM,10780
41,Siaya,234,Alego Usonga,1167,North Alego,Vincent Otieno Odawa,Orange Democratic Movement,ODM,6188
41,Siaya,234,Alego Usonga,1168,South East Alego,Scholastica Masidis Owoko Madowo,Orange Democratic Movement,ODM,17164
41,Siaya,235,Gem,1169,North Gem,Philip Obonyo Oluoch Abuba,Federal Party of Kenya,FPK,6990
41,Siaya,235,Gem,1170,West Gem,Achieng Susan Okwirry,Orange Democratic Movement,ODM,5513
41,Siaya,235,Gem,1171,Central Gem,Sylas Madingu Anyango,Orange Democratic Movement,ODM,7337
41,Siaya,235,Gem,1172,Yala Township,William Kinyanyi Onyango,Orange Democratic Movement,ODM,6824
41,Siaya,235,Gem,1173,East Gem,Seth Baraka Ochieng,Orange Democratic Movement,ODM,4107
41,Siaya,236,Gem,1174,South Gem,- -,-,-,Election Postponed
41,Siaya,236,Bondo,1175,West Yimbo,Simon Otieno Angule,Independent,IND,5552
41,Siaya,236,Bondo,1176,Central Sakwa,Joseph  Bismark Olang’o Otieno,Orange Democratic Movement,ODM,5848
41,Siaya,236,Bondo,1177,South Sakwa,Eunice Rahel Achieng,Orange Democratic Movement,ODM,6554
41,Siaya,236,Bondo,1178,Yimbo East,Francis Otiato Otieno,Orange Democratic Movement,ODM,5985
41,Siaya,236,Bondo,1179,West Sakwa,Truphosa Apondi Osewe Odinga,Orange Democratic Movement,ODM,8557
41,Siaya,236,Bondo,1180,North Sakwa,Oliver Otieno Arika,Orange Democratic Movement,ODM,14002
41,Siaya,237,Rarieda,1181,East Asembo,Gordon Onyango Onguuru,United Democratic Movement,UDM,5722
41,Siaya,237,Rarieda,1182,West Asembo,Mark Okeyo Okeyo,Orange Democratic Movement,ODM,5598
41,Siaya,237,Rarieda,1183,North Woma,Washington Booker Bonyo,Orange Democratic Movement,ODM,9379
41,Siaya,237,Rarieda,1184,South Woma,Michael Omondi Otieno,Orange Democratic Movement,ODM,5225
41,Siaya,237,Rarieda,1185,West Woma,Justus Oguta Obuya,Orange Democratic Movement,ODM,8144
42,Kisumu,238,Kisumu East,1186,Kajulu,Benson Ambuti Adega,Orange Democratic Movement,ODM,12826
42,Kisumu,238,Kisumu East,1187,Kolwa East,Reuben Okoth Rakwach,Orange Democratic Movement,ODM,5325
42,Kisumu,238,Kisumu East,1188,Manyatta B’,Akoth Okombo Nereah,Orange Democratic Movement,ODM,7993
42,Kisumu,238,Kisumu East,1189,Nyalenda A’,Ratib Ahmed Boitone,Orange Democratic Movement,ODM,7758
42,Kisumu,238,Kisumu East,1190,Kolwa Central,Kevin Odhiambo Okoth,Orange Democratic Movement,ODM,11727
42,Kisumu,239,Kisumu West,1191,South West Kisumu,Jenipher Akeyo Obonyo,Orange Democratic Movement,ODM,7670
42,Kisumu,239,Kisumu West,1192,Central Kisumu,Zacharia Mbuya Okoyo,Orange Democratic Movement,ODM,9282
42,Kisumu,239,Kisumu West,1193,Kisumu North,Samuel Otieno Dedeh,Orange Democratic Movement,ODM,9210
42,Kisumu,239,Kisumu West,1194,West Kisumu,Kenedy Odhiambo Ouko,Orange Democratic Movement,ODM,6132
42,Kisumu,239,Kisumu West,1195,North West,Vincent Onyango Jagongo,Orange Democratic Movement,ODM,5477
42,Kisumu,240,Kisumu Central,1196,Railways,Samwel Onyango Omollo,Orange Democratic Movement,ODM,12793
42,Kisumu,240,Kisumu Central,1197,Migosi,Pamela Awuor Oyoo,Orange Democratic Movement,ODM,8349
42,Kisumu,240,Kisumu Central,1198,Shaurimoyo/Kalo leni,Carren Ajwang Odhiambo,Orange Democratic Movement,ODM,9813
42,Kisumu,240,Kisumu Central,1199,Market Milimani,Seth Ochieng,Orange Democratic Movement,ODM,13567
42,Kisumu,240,Kisumu Central,1200,Kondele,Oketch Joachim Omieno,Orange Democratic Movement,ODM,10562
42,Kisumu,240,Kisumu Central,1201,Nyalenda B’,James Oyugi Were,Orange Democratic Movement,ODM,8358
42,Kisumu,241,Seme,1202,West Seme,George Abaja Othuthu,Orange Democratic Movement,ODM,9822
42,Kisumu,241,Seme,1203,Central Seme,Mildred Achieng Biko,Orange Democratic Movement,ODM,5053
42,Kisumu,241,Seme,1204,East Seme,Seth Ogutu Okumu,Orange Democratic Movement,ODM,6255
42,Kisumu,241,Seme,1205,North Seme,Millicent Atieno Omuya,Orange Democratic Movement,ODM,5827
42,Kisumu,242,Nyando,1206,East Kano/ Wawidhi,Moses Odhiambo Ochele,Orange Democratic Movement,ODM,3676
42,Kisumu,242,Nyando,1207,Awasi/Onjiko,Maurice Ngeta,Orange Democratic Movement,ODM,5756
42,Kisumu,242,Nyando,1208,Ahero,Kennedy Omondiodm Ooko,Orange Democratic Movement,ODM,7710
42,Kisumu,242,Nyando,1209,Kabonyo/Kanyag wal,Benny Pete Oiko,Orange Democratic Movement,ODM,3574
42,Kisumu,242,Nyando,1210,Kobura,Oliver Bill,Independent,IND,7460
42,Kisumu,243,Muhoroni,1211,Miwani,Geofrey Warindo,Orange Democratic Movement,ODM,4507
42,Kisumu,243,Muhoroni,1212,Ombeyi,Tom Onditi Onditi,Orange Democratic Movement,ODM,6118
42,Kisumu,243,Muhoroni,1213,Masogo Nyangoma,Habil Omondi Nyasuna,Orange Democratic Movement,ODM,5878
42,Kisumu,243,Muhoroni,1214,Chemelil,Fredrick Ochieng Adonija Odari,Orange Democratic Movement,ODM,6395
42,Kisumu,243,Muhoroni,1215,Muhoroni Koru,Vitalis Oliewo K’omudho,Orange Democratic Movement,ODM,6942
42,Kisumu,244,Nyakach,1216,South West Nyakach,Gard Okoth Olima,Orange Democratic Movement,ODM,3991
42,Kisumu,244,Nyakach,1217,North Nyakach,Tom Odhiambo Nyaoke,Orange Democratic Movement,ODM,9396
42,Kisumu,244,Nyakach,1218,Central Nyakach,Vincent Odhiambo Obuya,Orange Democratic Movement,ODM,8590
42,Kisumu,244,Nyakach,1219,West Nyakach,James Ochieng Omolo,Orange Democratic Movement,ODM,6258
42,Kisumu,244,Nyakach,1220,South East Nyakach,Patrick Lumumba Owade,Orange Democratic Movement,ODM,6533
43,Homa Bay,245,Kasipul,1221,West Kasipul,Vickins Bondo,Independent,IND,4041
43,Homa Bay,245,Kasipul,1222,South Kasipul,Zakayo Okuma Ongondo,Orange Democratic Movement,ODM,4862
43,Homa Bay,245,Kasipul,1223,Central Kasipul,Bob Benard Obondo,Orange Democratic Movement,ODM,4283
43,Homa Bay,245,Kasipul,1224,East Kamagak,Dorine Aoko Oyugi,Orange Democratic Movement,ODM,4565
43,Homa Bay,245,Kasipul,1225,West Kamagak,Billy Odhiambo Noah,Orange Democratic Movement,ODM,4640
43,Homa Bay,246,Kabondo Kasipul,1226,Kabondo East,Alice Weke Oloo,Orange Democratic Movement Party,ODM,6644
43,Homa Bay,246,Kabondo Kasipul,1227,Kabondo West,Peter Sungu Nyakomitta,Orange Democratic Movement Party,ODM,5160
43,Homa Bay,246,Kabondo Kasipul,1228,Kokwanyo/Kakel o,Paul Barry Miruka,Orange Democratic Movement Party,ODM,5487
43,Homa Bay,246,Kabondo Kasipul,1229,Kojwach,Joan Minsari Ogada,Orange Democratic Movement Party,ODM,4275
43,Homa Bay,247,Karachuonyo,1230,West Karachuonyo,Samuel Okuta Lieta,Orange Democratic Movement,ODM,4011
43,Homa Bay,247,Karachuonyo,1231,North Karachuonyo,Daniel Ouma Odongo,Orange Democratic Movement,ODM,6707
43,Homa Bay,247,Karachuonyo,1232,Central,Lazarus Ojango Onyango,Orange Democratic Movement,ODM,4784
43,Homa Bay,247,Karachuonyo,1233,Kanyaluo,Jeff Ochieng Ongoro,Orange Democratic Movement,ODM,5368
43,Homa Bay,247,Karachuonyo,1234,Kibiri,George Odiwuor Odera,Independent,IND,3727
43,Homa Bay,247,Karachuonyo,1235,Wangchieng,Victor Otieno Obuya,Orange Democratic Movement,ODM,8762
43,Homa Bay,247,Karachuonyo,1236,Kendu Bay Town,Tom Adhiambo Adinda,Orange Democratic Movement,ODM,6482
43,Homa Bay,248,Rangwe,1237,West Gem,Patric Ogeja Ware,Orange Democratic Movement,ODM,3363
43,Homa Bay,248,Rangwe,1238,East Gem,Paul Owade Odok,Independent,IND,5442
43,Homa Bay,248,Rangwe,1239,Kagan,David Hamiltone Odhiambo,Independent,IND,4432
43,Homa Bay,248,Rangwe,1240,Kochia,Michael Ojala Nyangi,Orange Democratic Movement,ODM,9293
43,Homa Bay,249,Homa Bay Town,1241,Homa Bay Central,Monoflorita Ondiek,Orange Democratic Movement,ODM,7322
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,Tonny Okoth Otieno,Independent,IND,4323
43,Homa Bay,249,Homa Bay Town,1243,Homa Bay West,Samwel Ogono Obwana,Independent,IND,2369
43,Homa Bay,249,Homa Bay Town,1244,Homa Bay East,Omollo Erick,Orange Democratic Movement,ODM,9131
43,Homa Bay,250,Ndhiwa,1245,Kwabwai,Ogindo Richard Ouma,Orange Democratic Movement,ODM,4314
43,Homa Bay,250,Ndhiwa,1246,Kanyadoto,Lentana Adoto Apopo Agawo,Orange Democratic Movement,ODM,4824
43,Homa Bay,250,Ndhiwa,1247,Kanyikela,Wanjala  Sylvance Kasera,Orange Democratic Movement,ODM,1906
43,Homa Bay,250,Ndhiwa,1248,Kabuoch North,Kahiri Boaz Khiri,Orange Democratic Movement,ODM,9278
43,Homa Bay,250,Ndhiwa,1249,Kabuoch South/Pala,Walter Otieno Adongo,Independent,IND,4991
43,Homa Bay,250,Ndhiwa,1250,Kanyamwa Kologi,David Ohiambo Oloo,Orange Democratic Movement,ODM,3912
43,Homa Bay,250,Ndhiwa,1251,Kanyamwa Kosewe,Nicholas Otieno Owaka,Orange Democratic Movement,ODM,5716
43,Homa Bay,251,Suba North,1252,Mfangano,Joseph Tom Ojwang,Orange Democratic Movement,ODM,2707
43,Homa Bay,251,Suba North,1253,Rusinga,Samwel Oking’ Okomo,Orange Democratic Movement,ODM,5381
43,Homa Bay,251,Suba North,1254,Kasgunga,Raphael Ouma Odongo,Orange Democratic Movement,ODM,3715
43,Homa Bay,251,Suba North,1255,Gembe,Reuben Odhiambo Molo,Orange Democratic Movement,ODM,3622
43,Homa Bay,251,Suba North,1256,Lambwe,Sophie Akinyi Salim,Orange Democratic Movement,ODM,4224
43,Homa Bay,252,Suba South,1257,Gwassi South,Susan Akoth Onyango,Independent,IND,5039
43,Homa Bay,252,Suba South,1258,Gwassi North,Joseph Sharon,Orange Democratic Movement,ODM,6125
43,Homa Bay,252,Suba South,1259,Kaksingri West,Victor Owuor Uhuru Okoth,Orange Democratic Movement,ODM,5732
43,Homa Bay,252,Suba South,1260,Ruma Kaksingri,Titus Okello Asiago,Orange Democratic Movement,ODM,1584
44,Migori,253,Rongo,1261,North Kamagambo,Osewe Collince Oluoch,Independent,IND,3289
44,Migori,253,Rongo,1262,Central Kamagambo,Jacob Calebs Akal,Orange Democratic Movement,ODM,12541
44,Migori,253,Rongo,1263,East Kamagambo,Simon Nyaoke,Orange Democratic Movement,ODM,5861
44,Migori,253,Rongo,1264,South Kamagambo,Collins Ochieng’ Agai,Orange Democratic Movement,ODM,5011
44,Migori,254,Awendo,1265,North Sakwa,William Obonyo Mikwaya,Orange Democratic Movement,ODM,4363
44,Migori,254,Awendo,1266,South Sakwa,Edward Ooro Ouma,Orange Democratic Movement,ODM,6684
44,Migori,254,Awendo,1267,West Sakwa,Otieno Nestory Owiyo,Independent,IND,4479
44,Migori,254,Awendo,1268,Central Sakwa,Esther Auma Migose,Independent,IND,4862
44,Migori,255,Suna East,1269,God Jope,Onyando Charles Koyoo,Orange Democratic Movement,ODM,4595
44,Migori,255,Suna East,1270,Suna Central,Samwel Obrien Ochieng,Orange Democratic Movement,ODM,6691
44,Migori,255,Suna East,1271,Kakrao,Tobius Okelo Martine,Orange Democratic Movement,ODM,5873
44,Migori,255,Suna East,1272,Kwa,Caleb Owuor Ongele,Orange Democratic Movement,ODM,3742
44,Migori,256,Suna West,1273,Wiga,Robert John Were,Orange Democratic Movement,ODM,5538
44,Migori,256,Suna West,1274,Wasweta II,Erickson Odhiambo Omondi,Independent,IND,3232
44,Migori,256,Suna West,1275,Oruba- Ragana,Beatrice Akomo Onyancha,Orange Democratic Movement,ODM,7354
44,Migori,256,Suna West,1276,Wasimbete,Julius Otieno Mirimbo,Orange Democratic Movement,ODM,3786
44,Migori,257,Uriri,1277,West Kanyamkago,Peter Ochieng’ Mijungu,Independent Candidate,IND,5261
44,Migori,257,Uriri,1278,North Kanyamkago,George Okinyi Omamba,Orange Democratic Movement,ODM,6183
44,Migori,257,Uriri,1279,Central Kanyamkago,Eunice Apiyo Odii,Orange Democratic Movement,ODM,4512
44,Migori,257,Uriri,1280,South Kanyamkago,Graham Kagali Angogo,Orange Democratic Movement,ODM,4323
44,Migori,257,Uriri,1281,East Kanyamkago,Norman Otieno Ogolla,Orange Democratic Movement,ODM,2452
44,Migori,258,Nyatike,1282,Kachieng,Brian Odhiambo Osodo,Independnet,IND,3360
44,Migori,258,Nyatike,1283,Kanyasa,Paul Ndiege Okeyo,United Party of Independent Alliance,UPIA,2349
44,Migori,258,Nyatike,1284,North Kadem,Samson Olima Obonyo,Orange Democratic Movement,ODM,6156
44,Migori,258,Nyatike,1285,Macalder Kanyarwanda,Felix Odiambo Okwanyo,Orange Democratic Movement,ODM,3819
44,Migori,258,Nyatike,1286,Kaler,Thomas Omondi Akungo,Independent,IND,1353
44,Migori,258,Nyatike,1287,Got Kachola,Seko Calvine Achola,Orange Democratic Movement,ODM,2838
44,Migori,258,Nyatike,1288,Muhuru,Lawrence Magubo Jeremiah Munico,Orange Democratic Movement,ODM,3611
44,Migori,259,Kuria West,1289,Bukira East,David Chacha Mathew,Orange Democratic Movement,ODM,1398
44,Migori,259,Kuria West,1290,Bukiracentral/Ike rege,Gimasejohnson Tibaya,Independent,IND,2131
44,Migori,259,Kuria West,1291,Isibania,Piusichobwe Nyamohanga,Orange Democratic Movement,ODM,1372
44,Migori,259,Kuria West,1292,Makerero,Patrickmarwa Simion,Jubilee Party,JP,2198
44,Migori,259,Kuria West,1293,Masaba,Mohonoclackson Mwita,Kenya African National Union,KANU,2113
44,Migori,259,Kuria West,1294,Tagare,Moses Magwe Maroa,Jubilee Party,JP,2128
44,Migori,259,Kuria West,1295,Nyamosense/Ko mosoko,Joseph Rioba Machumbe,United Democratic Alliance,UDA,2335
44,Migori,260,Kuria East,1296,Gokeharaka / Getambwega,Joseph Bageni Nildad,Orange Democratic Movement,ODM,2511
44,Migori,260,Kuria East,1297,Ntimaru West,Caleb Philip Wambura,Orange Democratic Movement,ODM,2928
44,Migori,260,Kuria East,1298,Ntimaru East,James Wansima Nyamosi,Progressive Party of Kenya,PPOK,1609
44,Migori,260,Kuria East,1299,Nyabasi East,Maroa Nyamohanga Daniel,Progressive Party of Kenya,PPOK,1738
44,Migori,260,Kuria East,1300,Nyabasi West,Sarara David Magige,Progressive Party of Kenya,PPOK,2934
45,Kisii,261,Bonchari,1301,Bomariba,Dismas Onsombi Tirisa,Kenya National Congress,KNC,2832
45,Kisii,261,Bonchari,1302,Bogiakumu,Ismael Bosire Matundura,Orange Democratic Movement,ODM,3692
45,Kisii,261,Bonchari,1303,Bomorenda,John Ombati Maisaba,United Progressive Alliance,UPA,3212
45,Kisii,261,Bonchari,1304,Riana,Victor Ombasa Omwando,Maendeleo Chap Chap,MCCP,3696
45,Kisii,262,South Mugirango,1305,Tabaka,Jim Kenyanya,Orange Democratic Movement,ODM,4329
45,Kisii,262,South Mugirango,1306,Boikang'a,Paul Okombo Ayiema,United Democratic Alliance,UDA,2056
45,Kisii,262,South Mugirango,1307,Bogetenga,Samuel Mauti Makori,Kenya National Congress,KNC,2217
45,Kisii,262,South Mugirango,1308,Chitago Borabu,Felix Ombati Nyambane,Independent,IND,2493
45,Kisii,262,South Mugirango,1309,Moticho,Ronald Ongaga Achira,United Democratic Alliance,UDA,2899
45,Kisii,262,South Mugirango,1310,Getenga,Joseph Oroko Oyari,Kenya National Congress,KNC,1721
45,Kisii,263,Bomachoge Borabu,1311,Bombaba Borabu,Beatrice Kerubo Makwae,Orange Democratic Movement,ODM,3443
45,Kisii,263,Bomachoge Borabu,1312,Boochi Borabu,Nicodemus Willy Omwamba,Kenya National Congress,KNC,1422
45,Kisii,263,Bomachoge Borabu,1313,Bokimonge,Amos Begi Onderi,Orange Democratic Movement,ODM,3981
45,Kisii,263,Bomachoge Borabu,1314,Magenche,Timothy Okiomeri Ogugu,Kenya Social Congress,KSC,2785
45,Kisii,264,Bobasi,1315,Masige West,Jacob Barongo Bagaka,United Progressive Alliance,UPA,4435
45,Kisii,264,Bobasi,1316,Masige East,Michael Onchiri Motume,Independent,IND,1908
45,Kisii,264,Bobasi,1317,Basi Cenrtal,Henry Moracha,Orange Democratic Movement,ODM,1877
45,Kisii,264,Bobasi,1318,Nyacheki,Naftal Nyaberi Onkoba,Jubilee Party,JP,3576
45,Kisii,264,Bobasi,1319,Basi Bogetaorio,Ibrahim Morang’a Machuki,National Rainbow Coalition -Kenya,NARC-K,3256
45,Kisii,264,Bobasi,1320,Bobasi Chache,John Sambo Mainama,United Progressive Alliance,UPA,1595
45,Kisii,264,Bobasi,1321,Sameta/Mokwerero,Joseph Sonye Ondari,Wiper Democractic Movement,WDM,2547
45,Kisii,264,Bobasi,1322,Basi Boitangare,Thomas Nyabaro Obare,Independent,IND,1611
45,Kisii,265,Bomachoge Chache,1323,Majoge Basi,Jeremiah Obwogi Ongeri,People's Democratic Party,PDP,3983
45,Kisii,265,Bomachoge Chache,1324,Boochi/Tendere,James Mogoa Omare Ondari,Jubilee  Party,JP,2576
45,Kisii,265,Bomachoge Chache,1325,Bosoti/Sengera,Peter Mokua Okerio,Orange Democratic Movement,ODM,5193
45,Kisii,266,Nyaribari Masaba,1326,Ichuni,Wycliff Siocha Gesongori,Orange Democratic Movement,ODM,3850
45,Kisii,266,Nyaribari Masaba,1327,Nyamasibi,Christopher Ogoti Onsaga,Maendeleo Chap Chap,MCCP,1755
45,Kisii,266,Nyaribari Masaba,1328,Masimba,Bouse Mairura,United Democratic Alliance,UDA,4082
45,Kisii,266,Nyaribari Masaba,1329,Gesusu,Antony Onkundi Kerage,United Democratic Alliance,UDA,2808
45,Kisii,266,Nyaribari Masaba,1330,Kiamokama,Mainya Matara Malack,Orange Democratic Movement,ODM,2886
45,Kisii,267,Nyaribari Chache,1331,Bobaracho,Ibrahim Ongubo Mose,Kenya Social Congress,KSC,3429
45,Kisii,267,Nyaribari Chache,1332,Kisii Central,Wilfred Monyenye Yoge,Orange Democratic Movement,ODM,4383
45,Kisii,267,Nyaribari Chache,1333,Keumbu,Peter Moindi Gekanana,Wiper Democratic Movement,WDM,1505
45,Kisii,267,Nyaribari Chache,1334,Kiogoro,Obare Mochache Walter,Wiper Democratic Movement,WDM,3766
45,Kisii,267,Nyaribari Chache,1335,Birongo,Shem Mogesa Nyamwaya,Jupilee Party,JP,2282
45,Kisii,267,Nyaribari Chache,1336,Ibeno,Stephens Arika,United Progressive Alliance,UPA,4146
45,Kisii,268,Kitutu Chache North,1337,Monyerero,Otachi Peter Gichana,Orange Democratic Movemnet,ODM,4135
45,Kisii,268,Kitutu Chache North,1338,Sensi,Nyagaka Onchonga Saisi,People’s Democraric Party,PDP,1815
45,Kisii,268,Kitutu Chache North,1339,Marani,Ombachi Denis Ochwangi,People’s Democratic Party,PDP,3002
45,Kisii,268,Kitutu Chache North,1340,Kegogi,Masieka Jared Jacktone Kimori,United  Democratic Alliance,UDA,2671
45,Kisii,269,Kitutu Chache South,1341,Bogusero,Abuga Vincent Onyangore,Orange Democratic Movement,ODM,3090
45,Kisii,269,Kitutu Chache South,1342,Bogeka,Manani Richmond Rayori,Democratic Action Party-Kenya,DAP-K,1291
45,Kisii,269,Kitutu Chache South,1343,Nyakoe,Asimundi Cosmas Oyagi,Kenya National Congress,KNC,2280
45,Kisii,269,Kitutu Chache South,1344,Kitutu Central,Duke Samwel Nyarango,Orange Democratic Movement,ODM,2612
45,Kisii,269,Kitutu Chache South,1345,Nyatieko,Amos Omweri Mokaya,Kenya Social Congress,KSC,2646
46,Nyamira,270,Kitutu Masaba,1346,Rigoma,Emmanuel Nyambega Gisesa,United Progressive Alliance,UPA,4453
46,Nyamira,270,Kitutu Masaba,1347,Gachuba,Henry Onsinyo Obwaya,Kenya National Congress,KNC,2132
46,Nyamira,270,Kitutu Masaba,1348,Kemera,James Matinga Nyachaki,Wiper Democratic Movement- Kenya,WDM-K,3566
46,Nyamira,270,Kitutu Masaba,1349,Magombo,Reuben Miinda Riechi,Forum for the Restoration of Democracy-Kenya,FORD-KENYA,2542
46,Nyamira,270,Kitutu Masaba,1350,Manga,Samwel G Ogeto,Progressive Party of Kenya,PPOK,3455
46,Nyamira,270,Kitutu Masaba,1351,Gesima,Kenneth Atuth Nyameino,United Democratic Alliance,UDA,2886
46,Nyamira,271,West Mugirango,1352,Nyamaiya,Elijah Osiemo Thomas,United Progressive Alliance,UPA,4247
46,Nyamira,271,West Mugirango,1353,Bogichora,George Morara Abuga,Orange Democratic Movement,ODM,3686
46,Nyamira,271,West Mugirango,1354,Bosamaro,Charles Keganda Nyarango,Jubille,JP,4326
46,Nyamira,271,West Mugirango,1356,Township,Duke Oyagi Masira,Orange Democratic Movement,ODM,2884
46,Nyamira,271,West Mugirango,1355,Bonyamatuta,Julius Kimwom Matwere,Independent,IND,2999
46,Nyamira,271,West Mugirango,1356,Township,Duke Oyagi Masira,Orange Democratic Movement,ODM,2884
46,Nyamira,272,North Mugirango,1357,Itibo,Lameck Nyakianga Sikweya,Amani National Congress,ANC,2555
46,Nyamira,272,North Mugirango,1358,Bomwagamo,Julius Obonyo Nyangana,Ford Kenya,FORD-K,1911
46,Nyamira,272,North Mugirango,1359,Bokeira,Joel Ombongi Nyang’au,United Progressive Alliance,UPA,5351
46,Nyamira,272,North Mugirango,1360,Magwagwa,Abel Mokaya Mose,United Progressive Alliance,UPA,3831
46,Nyamira,272,North Mugirango,1361,Ekerenyo,Thaddeus Momanyi Ndubi,United Progressive Alliance,UPA,1934
46,Nyamira,273,Borabu,1362,Mekenene,Alfayo Ngeresa Mabera,United Progressive Alliance,UPA,2252
46,Nyamira,273,Borabu,1363,Kiabonyoru,Thomas Vincent Benecha,Orange Democratic Movement,ODM,3787
46,Nyamira,273,Borabu,1364,Nyansiongo,Denis Kebaso Nyaribo,Wiper Democratic Movement- Kenya,WDM,2792
46,Nyamira,273,Borabu,1365,Esise,Josiah Obegi Mang’era,Orange Democratic Movement,ODM,2419
47,Nairobi City,274,Westlands,1366,Kitisuru,Alvin Olando Palapala,Orange Democratic Movement,ODM,5857
47,Nairobi City,274,Westlands,1367,Parklands/ Highridge,Stephen Gitau Ndegwa,Orange Democratic Movement,ODM,5005
47,Nairobi City,274,Westlands,1368,Karura,Kamau Thuo Fiunifiu,Jubilee Party,JP,4302
47,Nairobi City,274,Westlands,1369,Kangemi,Hamisi Suleiman Maleya,Orange Democratic Movement,ODM,8094
47,Nairobi City,274,Westlands,1370,Mountain View,Maurice Ochieng Onyango,Orange Democratic Movement,ODM,5374
47,Nairobi City,275,Dagoretti North,1371,Kilimani,Moses Ogeto Nyangaresi,Orange Democratic Movement,ODM,12244
47,Nairobi City,275,Dagoretti North,1372,Kawangware,Fredrick Njogu Njoroge,United Democratic Alliance,UDA,5672
