name,party,constituency,county,status,gender,image_local_path,start_date,end_date
MEJJADONK BENJAMIN GATHIRU,UDA,EMBAKASI CENTRAL,NAIROBI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_MEJJADONK_BENJAMIN_GATHIRU.webp,2022,
BENJAMIN KIPKIRUI LANGAT,UDA,AINAMOI,KERICHO,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_AMB_LANGAT_BENJAMIN_KIPKIRUI.webp,2022,
EDWIN MUGO GICHUKI,UDA,MATHIOYA,MURANG'A,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_DR_GICHUKI_EDWIN_MUGO.webp,2022,
JOHN KANYUITHIA MUTUNGA,UDA,TIGANIA WEST,MERU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_DR_MUTUNGA_JOHN_KANYUITHIA.webp,2022,
DR. ROBERT PUKOSE,UDA,ENDEBESS,TRANS-NZOIA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_DR_PUKOSE_ROBERT.webp,2022,
THUDDEUS KITHUA NZAMBIA,WDM,KILOME,MAKUENI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ENG_NZAMBIA_KITHUA_THUDDEUS.webp,2022,
ABDI ALI ABDI,NAP-K,IJARA,GARISSA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ABDI_ALI_ABDI.webp,2022,
KHAMIS CHOME ABDI,WDM,VOI,TAITA TAVETA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ABDI_KHAMIS_CHOME.webp,2022,
ABDI YUSUF HASSAN,JP,KAMUKUNJI,NAIROBI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ABDI_YUSUF_HASSAN.webp,2022,
MOHAMED ABDI ABDIRAHMAN,JP,LAFEY,MANDERA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ABDIRAHMAN_MOHAMED_ABDI.webp,2022,
HUSSEINWEYTAN MOHAMED ABDIRAHMAN,ODM,MANDERA EAST,MANDERA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ABDIRAHMAN_HUSSEINWEYTAN_MOHAMED.webp,2022,
BASHIR SHEIKH ABDULLAHI,UDM,MANDERA NORTH,MANDERA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ABDULLAIH_BASHIR_SHEIKH.webp,2022,
ABUOR PAUL,ODM,RONGO,MIGORI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ABUOR_PAUL.webp,2022,
LAWRENCE MPURU ABURI,NOPEU,TIGANIA EAST,MERU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ABURI_LAWRENCE_MPURU.webp,2022,
ADHE WARIO GUYO,KANU,NORTH HORR,MARSABIT,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ADHE_WARIO_GUYO.webp,2022,
MOHAMED ADEN ADOW,ODM,WAJIR SOUTH,WAJIR,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ADOW_ADEN_MOHAMMED.webp,2022,
SHAKEEL AHMED SHABBIR AHMED,IND,KISUMU EAST,KISUMU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_AHMED_SHAKEEL_AHMED_SHABBIR.webp,2022,
PROTUS EWESIT AKUJA,UDA,LOIMA,TURKANA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_AKUJAH_PROTUS_EWESIT.webp,2022,
MIRUKA ONDIEKI ALFAH,UDA,BOMACHOGE CHACHE,KISII,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ALFAH_ONDIEKI_MIRUKA.webp,2022,
PAUL OTIENDE AMOLLO,ODM,RARIEDA,SIAYA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_AMOLLO_PAUL_OTIENDE.jpeg,2022,
SAMWEL ARAMA,JP,NAKURU TOWN WEST,NAKURU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ARAMA_SAMUEL.webp,2022,
JOHN ARIKO NAMOIT,ODM,TURKANA SOUTH,TURKANA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ARIKO_JOHN_NAMOIT.webp,2022,
SAMUEL ONUNGA ATANDI,ODM,ALEGO USONGA,SIAYA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ATANDI_SAMUEL_ONUNGA.webp,2022,
BABU OWINO PAUL ONGILI,ODM,EMBAKASI EAST,NAIROBI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/BABU_OWINO_PAUL.png,2022,
BADY TWALIB BADY,ODM,JOMVU,MOMBASA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BADY_BADY_TWALIB.webp,2022,
PATRICK SIMIYU BARASA,DAP-K,CHERANGANY,TRANS-NZOIA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BARASA_PATRICK_SIMIYU.webp,2022,
NOLFASON OBADIAH BARONGO,ODM,BOMACHOGE BORABU,KISII,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BARONGO_NOLFASON_OBADIAH.webp,2022,
HUSSEIN ABDI BARRE,UDA,TARBAJ,WAJIR,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BARRE_HUSSEIN_ABDI.webp,2022,
PHYLIS JEPKEMOI BARTOO,UDA,MOIBEN,UASIN GISHU,Elected,female,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BARTOO_PHYLIS_JEPKEMOI.webp,2022,
ROBERT NGUI BASIL,WDM,YATTA,MACHAKOS,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BASIL_ROBERT_NGUI.webp,2022,
OWEN YAA BAYA,UDA,KILIFI NORTH,KILIFI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BAYA_OWEN_YAA.webp,2022,
RASHID JUMA BEDZIMBA,ODM,KISAUNI,MOMBASA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BEDZIMBA_RASHID_JUMA.webp,2022,
BIDU MOHAMED TUBI,JP,ISIOLO SOUTH,ISIOLO,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BIDU_MOHAMED_TUBI.webp,2022,
PAUL KIBICHY BIEGO,UDA,CHESUMEI,NANDI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BIEGO_PAUL_KIBICHIY.webp,2022,
MAURICE KAKAI BISAU,DAP-K,KIMININI,TRANS-NZOIA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BISAU_MAURICE_KAKAI.png,2022,
DAVID KANGOGO BOWEN,UDA,MARAKWET EAST,ELGEYO-MARAKWET,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BOWEN_DAVID_KANGOGO.webp,2022,
ROZAAH AKINYI BUYU,ODM,KISUMU WEST,KISUMU,Elected,female,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BUYU_ROZAAH_AKINYI.webp,2022,
JOHN OKANO BWIRE,WDM,TAVETA,TAITA TAVETA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_BWIRE_JOHN_OKANO.webp,2022,
PAUL KIBET CHEBOR,UDA,RONGAI,NAKURU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_CHEBOR_PAUL_KIBET.webp,2022,
JOHN KIRAGU CHEGE,UDA,LIMURU,KIAMBU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_CHEGE_JOHN_KIRAGU.webp,2022,
CHEGE NJUGUNA,UDA,KANDARA,MURANG'A,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_CHEGE_NJUGUNA.webp,2022,
KIPRONO SAMWEL CHEPKONGA,UDA,AINABKOI,UASIN GISHU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_CHEPKONGA_SAMUEL_KIPRONO.webp,2022,
CHARITY KATHAMBI CHEPKWONY,UDA,NJORO,NAKURU,Elected,female,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_CHEPKWONY_CHARITY_KATHAMBI.webp,2022,
JOSEPH KIMUTAI CHEROROT,UDA,KIPKELION EAST,KERICHO,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_CHEROROT_JOSEPH_KIMUTAI.webp,2022,
FRED KAPONDI CHESEBE,UDA,MT. ELGON,BUNGOMA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_CHESEBE_FRED_KAPONDI.webp,2022,
MANGALE MUNGA CHIFOROMODO,UDM,LUNGA LUNGA,KWALE,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_CHIFOROMODO_MANGALE_MUNGA.webp,2022,
JOHN CHIKATI MURUMBA,FORD-K,TONGAREN,BUNGOMA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_CHIKATI_JOHN_MURUMBA.webp,2022,
SAMWEL MOROTO CHUMEL,UDA,KAPENGURIA,WEST POKOT,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_CHUMEL_MOROTO_SAMUEL.webp,2022,
JULIUS KIPLETTING RUTTO,UDA,KESSES,UASIN GISHU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_CPA_RUTTO_JULIUS_KIPLETTING.webp,2022,
RAHIM DAWOOD ABDUL,IND,NORTH IMENTI,MERU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_DAWOOD_ABDUL_RAHIM.webp,2022,
PAUL EKWOM NABUIN,ODM,TURKANA NORTH,TURKANA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_EKWOM_NABUIN.webp,2022,
BEATRICE KADEVERESIA ELACHI,ODM,DAGORETTI NORTH,NAIROBI,Elected,female,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ELACHI_BEATRICE_KADEVERESIA.webp,2022,
ERIC WAMUMBI,UDA,MATHIRA,NYERI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ERIC_WAMUMBI.webp,2022,
FARAH SALAH YAKUB,UDA,FAFI,GARISSA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_FARAH_SALAH_YAKUB.webp,2022,
YUSSUF MOHAMED FARAH,ODM,WAJIR WEST,WAJIR,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_FARAH_YUSSUF_MOHAMED.webp,2022,
GEORGE N GACHAGUA,UDA,NDARAGWA,NYANDARUA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_GACHAGUA_GEORGE.webp,2022,
SAMUEL KINUTHIA GACHOBE,UDA,SUBUKIA,NAKURU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_GACHOBE_SAMUEL_KINUTHIA.webp,2022,
JAMES MWANGI GAKUYA,UDA,EMBAKASI NORTH,NAIROBI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_GAKUYA_JAMES_MWANGI.webp,2022,
GIDEON KIMAIYO KIPKOECH,UDA,KEIYO SOUTH,ELGEYO-MARAKWET,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_GIDEON_KIMAIYO.webp,2022,
DAVID GIKARIA,UDA,NAKURU TOWN EAST,NAKURU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_GIKARIA_DAVID.webp,2022,
CHARLES GUMINI GIMOSE,ANC,HAMISI,VIHIGA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_GIMOSE_CHARLES_GUMINI.webp,2022,
CLIVE OMBANE GISAIRO,ODM,KITUTU MASABA,NYAMIRA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_GISAIRO_CLIVE_OMBANE.webp,2022,
JOSEPH GACHOKI GITARI,UDA,KIRINYAGA CENTRAL,KIRINYAGA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_GITARI_JOSEPH_GACHOKI.webp,2022,
ROBERT GICHIMU GITHINJI,UDA,GICHUGU,KIRINYAGA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_GITHINJI_ROBERT_GICHIMU.webp,2022,
LILIAN ACHIENG GOGO,ODM,RANGWE,HOMA BAY,Elected,female,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_GOGO_LILIAN_ACHIENG.webp,2022,
ALI WARIO GUYO,ODM,GARSEN,TANA RIVER,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_GUYO_ALI_WARIO.webp,2022,
KAKUTA MAIMAI HAMISI,ODM,KAJIADO EAST,KAJIADO,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_HAMISI_KAKUTA_MAIMAI.webp,2022,
ABDUL EBRAHIM HARO,UDM,MANDERA SOUTH,MANDERA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_HARO_ABDUL_EBRAHIM.webp,2022,
KULOW MAALIM HASSAN,UDM,BANISSA,MANDERA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_HASSAN_KULOW_MAALIM.webp,2022,
SAID BUYA HIRIBAE,ODM,GALOLE,TANA RIVER,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_HIRIBAE_SAID_BUYA.webp,2022,
ANTONY KIMANI ICHUNG'WAH,UDA,KIKUYU,KIAMBU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ICHUNGWAH_ANTONY_KIMANI.webp,2022,
FREDRICK LUSULI IKANA,ANC,SHINYALU,KAKAMEGA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_IKANA_FREDRICK_LUSULI.webp,2022,
DR. SHADRACK MWITI ITHINJI,JP,SOUTH IMENTI,MERU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ITHINJI_SHADRACK_MWITI.webp,2022,
GUYO WAQO JALDESA,UPIA,MOYALE,MARSABIT,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_JALDESA_GUYO_WAQO.webp,2022,
ZAHEER JHANDA,UDA,NYARIBARI CHACHE,KISII,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_JHANDA_ZAHEER.webp,2022,
JUNET SHEIKH NUH MOHAMED,ODM,SUNA EAST,MIGORI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_JUNET_SHEIKH_NUH_MOHAMED.webp,2022,
KIVAI ERNEST OGESI KAGESI,ANC,VIHIGA,VIHIGA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_KAGESI_ERNEST_OGESI_KIVAI.webp,2022,
GABRIEL GATHUKA KAGOMBE,UDA,GATUNDU SOUTH,KIAMBU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_KAGOMBE_GABRIEL_GATHUKA.webp,2022,
KAGUCHIA JOHN PHILIP GICHOHI,UDA,MUKURWEINI,NYERI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_KAGUCHIA_JOHN_PHILIP_GICHOHI.webp,2022,
JOSEPH MBURU KAHANGARA,UDA,LARI,KIAMBU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_KAHANGARA_JOSEPH_MBURU.webp,2022,
KAJWANG' TOM JOSEPH FRANCIS,ODM,RUARAKA,NAIROBI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_KAJWANG_FRANCIS_TOM_JOSEPH.webp,2022,
GEORGE PETER OPONDO KALUMA,ODM,HOMA BAY TOWN,HOMA BAY,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_KALUMA_GEORGE_PETER_OPONDO.webp,2022,
WILLIAM KAMKET KASSAIT,KANU,TIATY,BARINGO,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_KAMKET_KASSAIT_WILLIAM.webp,2022,
